GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000223474	1	26145212	26147288	9	4	436888	-0.29071	0.61436	AL020996.1
ENSG00000127423	1	26158414	26185903	90	7	391267	-0.20176	0.57995	AUNIP
ENSG00000182749	1	26187701	26197744	22	5	403560	-0.91675	0.82036	PAQR7
ENSG00000117632	1	26210672	26233482	43	11	388261	-0.94954	0.82883	STMN1
ENSG00000158006	1	26286258	26324648	129	15	386370	-0.79991	0.78812	PAFAH2
ENSG00000158008	1	26346375	26362955	58	21	400129	-0.43675	0.66885	EXTL1
ENSG00000158014	1	26363743	26372624	32	8	382361	-0.36097	0.64094	SLC30A2
ENSG00000158022	1	26377795	26394927	66	14	419969	-0.04104	0.51637	TRIM63
ENSG00000175087	1	26437664	26452034	45	6	357621	-0.010806	0.50431	PDIK1L
ENSG00000197245	1	26485511	26489119	17	9	379338	-0.21406	0.58475	FAM110D
ENSG00000142684	1	26496362	26498551	12	4	432906	-0.37638	0.64668	ZNF593
ENSG00000142675	1	26503894	26516377	43	16	413689	-0.30268	0.61893	CNKSR1
ENSG00000188782	1	26517052	26529459	87	18	401717	0.35805	0.36015	CATSPER4
ENSG00000130695	1	26560691	26605299	173	19	417786	-0.18531	0.57351	CEP85
ENSG00000142669	1	26605667	26608007	6	3	448569	-0.66197	0.746	SH3BGRL3
ENSG00000158062	1	26607819	26644854	162	18	424444	0.05246	0.47908	UBXN11
ENSG00000169442	1	26644448	26647014	15	4	364954	0.09855	0.46075	CD52
ENSG00000176092	1	26648350	26680621	125	22	397820	0.93159	0.17578	AIM1L
ENSG00000176083	1	26688125	26701013	63	14	410021	0.30566	0.37993	ZNF683
ENSG00000131914	1	26737269	26756213	51	18	350294	-0.46378	0.6786	LIN28A
ENSG00000117682	1	26758773	26797785	93	28	411015	0.64092	0.26079	DHDDS
ENSG00000198830	1	26798941	26802463	7	4	429732	0.94054	0.17347	HMGN2
ENSG00000117676	1	26856252	26901521	132	23	412273	0.21615	0.41444	RPS6KA1
ENSG00000117713	1	27022524	27108595	161	16	397848	0.36354	0.3581	ARID1A
ENSG00000060642	1	27113963	27124889	21	8	407555	0.14747	0.44138	PIGV
ENSG00000204160	1	27153201	27184093	65	14	408896	-0.85957	0.80499	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	458744	1.4817	0.06921	SFN
ENSG00000142751	1	27202624	27216788	29	9	415176	-0.72579	0.76602	GPN2
ENSG00000198746	1	27216979	27226957	19	9	380885	1.2695	0.10213	GPATCH3
ENSG00000090273	1	27226729	27273353	102	20	383237	0.015243	0.49392	NUDC
ENSG00000131910	1	27237980	27240457	7	4	437538	-0.63627	0.7377	NR0B2
ENSG00000175707	1	27276053	27286897	23	7	424832	0.43238	0.33273	C1orf172
ENSG00000253368	1	27320198	27327389	10	5	418647	2.0794	0.01879	TRNP1
ENSG00000158246	1	27331511	27339327	13	5	422885	1.2862	0.09919	FAM46B
ENSG00000090020	1	27425306	27493472	102	14	387498	-0.42063	0.66299	SLC9A1
ENSG00000142784	1	27561007	27635110	147	22	358013	0.31882	0.37493	WDTC1
ENSG00000186501	1	27648651	27662891	47	16	429647	-0.049312	0.51966	TMEM222
ENSG00000142765	1	27668513	27680421	39	14	399601	1.3491	0.088657	SYTL1
ENSG00000142733	1	27681675	27693383	35	13	407828	-0.61816	0.73177	MAP3K6
ENSG00000142748	1	27695603	27701315	15	10	286204	-0.34571	0.63522	FCN3
ENSG00000174950	1	27705666	27709870	8	3	367205	-0.19965	0.57912	CD164L2
ENSG00000181773	1	27719148	27722318	8	6	397622	1.2763	0.10093	GPR3
ENSG00000158195	1	27730730	27816669	204	22	371314	-0.029809	0.51189	WASF2
ENSG00000126705	1	27860546	27930942	111	25	359392	-1.5387	0.93806	AHDC1
ENSG00000000938	1	27938575	27961788	58	13	373007	-0.90282	0.81669	FGR
ENSG00000126709	1	27992572	27998729	25	7	288595	0.19496	0.42271	IFI6
ENSG00000009780	1	28052490	28089633	98	9	391373	-0.50432	0.69298	FAM76A
ENSG00000117758	1	28099694	28150963	123	16	369643	1.114	0.13264	STX12
ENSG00000117751	1	28157289	28178187	46	12	362095	0.51905	0.30186	PPP1R8
ENSG00000130775	1	28199055	28213196	61	14	395878	0.81053	0.20882	THEMIS2
ENSG00000117748	1	28218035	28241257	91	13	381174	1.0511	0.1466	RPA2
ENSG00000130768	1	28261504	28285668	103	20	401779	-0.029517	0.51177	SMPDL3B
ENSG00000158156	1	28285973	28294607	31	13	414724	-0.0079445	0.50317	XKR8
ENSG00000158161	1	28296855	28415207	437	37	390479	0.36596	0.3572	EYA3
ENSG00000169403	1	28473677	28520447	105	35	387517	-0.65569	0.74399	PTAFR
ENSG00000126698	1	28525967	28559536	129	21	414737	-0.46283	0.67826	DNAJC8
ENSG00000215902	1	28527013	28527152	1	1	386638	-0.62039	0.7325	AL353354.1
ENSG00000269804	1	28527070	28527419	1	1	386638	-0.62039	0.7325	AL353354.2
ENSG00000130770	1	28562620	28573417	47	5	372940	0.14809	0.44113	ATPIF1
ENSG00000130766	1	28586038	28609002	85	25	415695	-0.073809	0.52942	SESN2
ENSG00000130772	1	28655513	28662476	14	9	405802	0.98065	0.16338	MED18
ENSG00000204138	1	28696114	28826881	537	18	385125	2.108	0.017514	PHACTR4
ENSG00000180198	1	28832455	28865812	130	24	362520	2.306	0.010555	RCC1
ENSG00000180098	1	28879597	28905051	73	19	361560	2.7457	0.0030193	TRNAU1AP
ENSG00000120656	1	28915835	28969597	145	32	370446	1.4025	0.080387	TAF12
ENSG00000188060	1	28918712	28921955	13	8	358173	0.9357	0.17471	RAB42
ENSG00000162419	1	28995244	29045865	133	24	383721	1.1509	0.12488	GMEB1
ENSG00000198492	1	29063133	29096287	104	23	385196	1.2779	0.10064	YTHDF2
ENSG00000116329	1	29138654	29190208	257	31	393257	-0.093395	0.53721	OPRD1
ENSG00000159023	1	29213603	29446553	695	44	393335	0.531	0.29771	EPB41
ENSG00000253304	1	29445940	29450447	16	7	404463	-0.10772	0.54289	TMEM200B
ENSG00000116350	1	29474255	29508499	102	29	385554	0.2273	0.4101	SRSF4
ENSG00000116353	1	29519385	29557454	123	25	430669	0.24286	0.40406	MECR
ENSG00000060656	1	29563028	29653325	302	44	414988	0.88629	0.18773	PTPRU
ENSG00000162510	1	31184124	31196434	40	5	375877	0.56974	0.28443	MATN1
ENSG00000162511	1	31205316	31230667	76	25	294382	2.636	0.0041949	LAPTM5
ENSG00000162512	1	31342314	31381608	122	37	353043	1.7741	0.038027	SDC3
ENSG00000134644	1	31404353	31538838	438	38	390282	2.6204	0.0043916	PUM1
ENSG00000084628	1	31652592	31712401	316	22	376180	2.5676	0.0051203	NKAIN1
ENSG00000060688	1	31732417	31769662	150	18	408564	0.92392	0.17776	SNRNP40
ENSG00000121766	1	31769842	31837783	230	23	413512	0.94343	0.17273	ZCCHC17
ENSG00000121769	1	31838472	31849697	40	14	388631	2.6225	0.0043644	FABP3
ENSG00000168528	1	31882412	31907525	127	25	311338	0.68556	0.24649	SERINC2
ENSG00000268950	1	31902192	31902614	3	2	433010	1.6049	0.054261	AC114494.1
ENSG00000142910	1	32042116	32053288	25	13	248346	0.5046	0.30692	TINAGL1
ENSG00000121764	1	32083287	32098119	41	7	420265	-1.5539	0.9399	HCRTR1
ENSG00000162517	1	32095463	32110497	27	6	425735	-0.32764	0.62841	PEF1
ENSG00000084636	1	32117848	32169920	158	36	397250	-0.79294	0.78609	COL16A1
ENSG00000121753	1	32192718	32230494	107	18	375733	-0.53652	0.7042	BAI2
ENSG00000134668	1	32256023	32281652	87	20	396876	-0.42327	0.66395	SPOCD1
ENSG00000184007	1	32372022	32410457	130	18	381146	-1.4739	0.92975	PTP4A2
ENSG00000212673	1	32379174	32380745	2	1	386842	-1.3913	0.91793	AL136115.1
ENSG00000121774	1	32479430	32526451	75	47	377935	0.52884	0.29846	KHDRBS1
ENSG00000121775	1	32537632	32568467	70	16	400260	-0.85657	0.80416	TMEM39B
ENSG00000025800	1	32573639	32642169	140	26	374359	-0.78376	0.78341	KPNA6
ENSG00000084652	1	32645287	32663886	49	17	348346	-1.0901	0.86217	TXLNA
ENSG00000160050	1	32665987	32670988	7	5	353719	-0.17772	0.57053	CCDC28B
ENSG00000160051	1	32671236	32674288	12	6	419924	-1.7378	0.95888	IQCC
ENSG00000222046	1	32674695	32681797	23	14	391199	-0.56515	0.71401	DCDC2B
ENSG00000160055	1	32680073	32687972	22	11	416844	-1.5214	0.93592	TMEM234
ENSG00000084623	1	32687529	32697205	21	6	427168	-1.1053	0.86548	EIF3I
ENSG00000183615	1	32712834	32714457	4	2	408691	-0.69729	0.75719	FAM167B
ENSG00000182866	1	32716840	32751766	77	34	354923	0.68321	0.24724	LCK
ENSG00000116478	1	32757687	32799236	90	19	366588	-0.3986	0.65491	HDAC1
ENSG00000175130	1	32799433	32801980	2	1	198000	-0.89218	0.81385	MARCKSL1
ENSG00000162526	1	32817122	32829913	17	6	391499	-0.064752	0.52581	TSSK3
ENSG00000225828	1	32826871	32829879	3	2	392041	1.0568	0.14529	FAM229A
ENSG00000160058	1	32830704	32860332	48	25	389841	0.46977	0.31926	BSDC1
ENSG00000254553	1	32930658	33066393	376	20	393398	0.30431	0.38044	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	53	19	332747	1.4249	0.077094	ZBTB8B
ENSG00000160062	1	33005028	33071540	215	16	397946	0.33684	0.36812	ZBTB8A
ENSG00000176261	1	33065773	33116504	206	21	390039	-0.66755	0.74779	ZBTB8OS
ENSG00000162521	1	33116743	33151812	123	11	396672	-0.46343	0.67847	RBBP4
ENSG00000162520	1	33145507	33169197	83	10	359907	-0.42663	0.66518	SYNC
ENSG00000162522	1	33207486	33240571	82	28	377658	0.31549	0.37619	KIAA1522
ENSG00000134684	1	33240840	33283754	113	21	390246	0.17037	0.43236	YARS
ENSG00000116497	1	33282368	33324476	112	28	406634	-0.38022	0.64811	S100PBP
ENSG00000160097	1	33327869	33338083	17	7	400696	0.57253	0.28348	FNDC5
ENSG00000121905	1	33351595	33364042	30	11	376829	0.10609	0.45775	HPCA
ENSG00000121900	1	33360195	33367039	19	8	413685	-0.18806	0.57458	TMEM54
ENSG00000116514	1	33402046	33430286	79	16	412447	1.3932	0.081785	RNF19B
ENSG00000267885	1	33439268	33439642	1	1	17477	-1.1402	0.8729	FKSG48
ENSG00000004455	1	33473585	33546597	185	25	397525	0.12211	0.45141	AK2
ENSG00000142920	1	33546705	33586131	128	34	374243	-0.8489	0.80203	ADC
ENSG00000116525	1	33611003	33647660	122	15	392330	-0.30629	0.62031	TRIM62
ENSG00000160094	1	33722146	33766320	109	22	404762	-0.47872	0.68393	ZNF362
ENSG00000184389	1	33772367	33786699	52	12	325481	0.25053	0.40109	A3GALT2
ENSG00000134686	1	33789224	33896653	383	29	397507	-0.5829	0.72002	PHC2
ENSG00000121903	1	33938246	33962107	70	12	397356	1.3075	0.095526	ZSCAN20
ENSG00000121904	1	33979609	34631443	2305	202	378822	0.64393	0.25981	CSMD2
ENSG00000176256	1	34326076	34330392	13	7	372084	-0.073939	0.52947	HMGB4
ENSG00000142698	1	34632484	34684732	279	39	389919	-0.84889	0.80203	C1orf94
ENSG00000163866	1	35178338	35325417	717	96	368664	0.52638	0.29931	SMIM12
ENSG00000189280	1	35220648	35224113	14	8	400665	-1.0793	0.85978	GJB5
ENSG00000189433	1	35225342	35229325	23	13	364895	-1.5176	0.93544	GJB4
ENSG00000188910	1	35246790	35251970	28	8	397116	2.0115	0.022135	GJB3
ENSG00000187513	1	35258599	35261348	16	6	404452	0.23158	0.40843	GJA4
ENSG00000116544	1	35331037	35395186	119	36	350801	0.68596	0.24637	DLGAP3
ENSG00000271741	1	35447134	35497342	141	12	340170	-0.41084	0.6594	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	11	3	388216	-0.39255	0.65267	ZMYM6NB
ENSG00000163867	1	35449523	35497569	133	11	338460	-0.41251	0.66002	ZMYM6
ENSG00000197056	1	35525387	35581460	118	17	343555	-0.42102	0.66313	ZMYM1
ENSG00000116560	1	35641979	35658749	51	8	405787	-1.112	0.86692	SFPQ
ENSG00000146463	1	35734568	35887659	358	30	382932	-0.63286	0.73659	ZMYM4
ENSG00000142687	1	35899091	36023551	289	32	376146	-1.1154	0.86766	KIAA0319L
ENSG00000020129	1	36023074	36032875	23	8	393691	-0.89795	0.81539	NCDN
ENSG00000116819	1	36038971	36060929	78	15	381933	-0.38767	0.65087	TFAP2E
ENSG00000126067	1	36067185	36107445	133	13	378208	0.18613	0.42617	PSMB2
ENSG00000142686	1	36179476	36185073	13	7	383802	-0.0306	0.51221	C1orf216
ENSG00000092853	1	36185819	36235568	79	16	403968	-0.055341	0.52207	CLSPN
ENSG00000134698	1	36273773	36323491	107	25	378567	-0.17978	0.57134	AGO4
ENSG00000092847	1	36335409	36395211	130	30	402481	0.25752	0.39839	AGO1
ENSG00000126070	1	36396319	36538101	243	33	370211	-0.15903	0.56318	AGO3
ENSG00000092850	1	36549676	36553876	9	4	365233	-1.1144	0.86744	TEKT2
ENSG00000116863	1	36554476	36559533	11	6	371712	0.35119	0.36272	ADPRHL2
ENSG00000171812	1	36560837	36590821	89	18	390053	0.29184	0.3852	COL8A2
ENSG00000054116	1	36602173	36615098	37	7	361700	0.54564	0.29266	TRAPPC3
ENSG00000116871	1	36621180	36646450	52	12	400763	1.6552	0.048939	MAP7D1
ENSG00000054118	1	36690017	36770958	136	16	344149	-0.034362	0.51371	THRAP3
ENSG00000214193	1	36771988	36790484	27	10	372339	0.20208	0.41993	SH3D21
ENSG00000142694	1	36787632	36789755	4	2	422484	1.3301	0.091743	EVA1B
ENSG00000116883	1	36789335	36794822	16	5	384520	0.38226	0.35113	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	81	14	359991	0.58333	0.27984	STK40
ENSG00000181817	1	36856839	36863493	40	6	384668	0.54463	0.293	LSM10
ENSG00000116885	1	36881428	36916086	177	13	415149	-0.33401	0.63081	OSCP1
ENSG00000116898	1	36921319	36930038	52	10	406950	-0.079341	0.53162	MRPS15
ENSG00000119535	1	36931644	36948879	61	19	393575	1.8324	0.033443	CSF3R
ENSG00000163873	1	37261128	37499730	673	82	368398	1.2467	0.10625	GRIK3
ENSG00000163874	1	37940153	37949980	27	14	389939	-0.25785	0.60174	ZC3H12A
ENSG00000163875	1	37958176	37980375	93	20	414320	-0.24791	0.5979	MEAF6
ENSG00000163877	1	38000050	38019903	65	19	419021	-0.13959	0.55551	SNIP1
ENSG00000163879	1	38022520	38032458	43	14	421638	-0.59268	0.7233	DNALI1
ENSG00000134697	1	38032417	38061536	101	24	421014	-0.37336	0.64556	GNL2
ENSG00000169218	1	38076951	38100595	92	23	417644	0.026807	0.48931	RSPO1
ENSG00000116922	1	38147242	38157914	60	10	362391	1.3793	0.083898	C1orf109
ENSG00000134690	1	38158090	38175391	72	18	421851	0.081898	0.46736	CDCA8
ENSG00000183317	1	38179552	38230805	237	32	418694	1.2833	0.099699	EPHA10
ENSG00000185090	1	38259474	38266809	11	6	340431	0.57243	0.28351	MANEAL
ENSG00000196449	1	38268616	38273857	12	3	452605	0.32963	0.37084	YRDC
ENSG00000197982	1	38272651	38275126	1	1	458534	1.8139	0.034847	C1orf122
ENSG00000188786	1	38275239	38325292	118	30	400637	1.3539	0.087878	MTF1
ENSG00000230610	1	38292232	38293886	2	1	265173	-0.6265	0.73451	AL929472.1
ENSG00000204084	1	38326369	38412729	279	28	369299	0.92381	0.17779	INPP5B
ENSG00000183431	1	38422647	38456593	129	20	389610	-0.70606	0.75992	SF3A3
ENSG00000183386	1	38462442	38471278	23	14	261585	-0.20243	0.58021	FHL3
ENSG00000183520	1	38474930	38490496	40	19	329657	-0.89397	0.81433	UTP11L
ENSG00000185668	1	38509523	38512450	4	2	114071	-1.9136	0.97216	POU3F1
ENSG00000116954	1	39303870	39325495	76	20	364555	-0.78623	0.78413	RRAGC
ENSG00000214114	1	39328636	39347289	65	15	393888	-0.62982	0.73559	MYCBP
ENSG00000131233	1	39330175	39347289	63	15	392989	-0.74327	0.77134	GJA9
ENSG00000158315	1	39351479	39407471	245	39	366977	-0.40964	0.65897	RHBDL2
ENSG00000174574	1	39456895	39471731	69	12	391916	0.43109	0.3332	AKIRIN1
ENSG00000168653	1	39491990	39500308	44	7	320156	0.6865	0.2462	NDUFS5
ENSG00000127603	1	39546988	39952849	1207	47	395611	0.04042	0.48388	MACF1
ENSG00000255103	1	39876151	39882154	20	10	348916	0.28546	0.38764	KIAA0754
ENSG00000183682	1	39957318	39991607	126	29	313344	0.48163	0.31504	BMP8A
ENSG00000090621	1	40026488	40042462	50	17	425506	0.81709	0.20694	PABPC4
ENSG00000163909	1	40089825	40105617	54	24	393409	1.4044	0.0801	HEYL
ENSG00000116981	1	40124793	40137710	24	10	418720	-0.12074	0.54805	NT5C1A
ENSG00000116983	1	40144320	40157361	81	15	424394	-0.41393	0.66054	HPCAL4
ENSG00000084072	1	40157854	40229586	252	44	375755	0.46341	0.32154	PPIE
ENSG00000116985	1	40222854	40254533	151	25	320967	0.87351	0.19119	BMP8B
ENSG00000198754	1	40235195	40237020	3	2	140686	-0.054555	0.52175	OXCT2
ENSG00000043514	1	40306723	40349183	163	23	405628	1.911	0.028005	TRIT1
ENSG00000116990	1	40361098	40367928	18	10	408877	1.0868	0.13856	MYCL
ENSG00000168389	1	40420802	40435638	30	14	339302	-0.1183	0.54709	MFSD2A
ENSG00000131236	1	40505905	40538321	149	15	398336	-0.35017	0.6369	CAP1
ENSG00000131238	1	40538379	40563375	104	14	425620	0.21422	0.41519	PPT1
ENSG00000117000	1	40627045	40706593	142	32	379354	0.89352	0.18579	RLF
ENSG00000188800	1	40711619	40717363	11	7	389675	0.74708	0.22751	TMCO2
ENSG00000084073	1	40723779	40759856	54	16	396627	0.7472	0.22747	ZMPSTE24
ENSG00000049089	1	40766159	40783488	90	19	386932	-0.68458	0.7532	COL9A2
ENSG00000084070	1	40810522	40888998	256	36	391693	-0.38214	0.64882	SMAP2
ENSG00000187801	1	40915774	40929390	69	25	415237	0.27997	0.38975	ZFP69B
ENSG00000187815	1	40942887	40962015	78	20	362141	0.46132	0.32228	ZFP69
ENSG00000164002	1	40974413	40982228	36	10	393745	1.2694	0.10215	EXO5
ENSG00000117010	1	40997233	41013841	72	13	426323	1.6017	0.054608	ZNF684
ENSG00000117016	1	41086351	41131329	152	28	415002	1.8757	0.030345	RIMS3
ENSG00000066136	1	41157320	41237275	263	23	404434	0.61289	0.26998	NFYC
ENSG00000117013	1	41249684	41306124	213	51	338849	-0.74468	0.77177	KCNQ4
ENSG00000179862	1	41326729	41328018	11	3	366409	-1.4025	0.91962	CITED4
ENSG00000171793	1	41445007	41478235	115	28	412292	2.1583	0.01545	CTPS1
ENSG00000171790	1	41481269	41488909	45	17	414764	1.8134	0.034887	SLFNL1
ENSG00000010803	1	41492872	41707826	677	33	401244	1.8138	0.034851	SCMH1
ENSG00000204060	1	41827594	41849262	76	18	371014	0.62847	0.26485	FOXO6
ENSG00000127129	1	41944446	41950344	23	8	396935	1.1159	0.13224	EDN2
ENSG00000127124	1	41972036	42501596	1984	101	401083	-0.81479	0.7924	HIVEP3
ENSG00000044012	1	42619092	42621495	10	5	440173	-0.51279	0.69595	GUCA2B
ENSG00000197273	1	42628362	42630389	6	4	423329	1.3969	0.081215	GUCA2A
ENSG00000198815	1	42642210	42801548	423	26	383617	0.84427	0.19926	FOXJ3
ENSG00000177181	1	42846466	42888249	177	14	403478	1.334	0.09111	RIMKLA
ENSG00000066185	1	42896000	42921938	104	13	426064	0.35962	0.35957	ZMYND12
ENSG00000127125	1	42921788	42939056	43	8	430805	0.40215	0.34378	PPCS
ENSG00000186409	1	42929001	43120335	723	32	410007	-0.22947	0.59075	CCDC30
ENSG00000171960	1	43124096	43142429	43	14	432991	-0.80317	0.78906	PPIH
ENSG00000065978	1	43148098	43168020	51	19	404772	-1.0333	0.84927	YBX1
ENSG00000164007	1	43198764	43205925	23	8	442396	-0.038661	0.51542	CLDN19
ENSG00000117385	1	43212006	43232755	68	21	375191	0.27918	0.39006	LEPRE1
ENSG00000164008	1	43232940	43263968	91	27	411757	-1.7563	0.96048	C1orf50
ENSG00000177868	1	43272723	43282954	46	15	361246	-1.2168	0.88817	CCDC23
ENSG00000164010	1	43282795	43310660	82	28	401238	-2.1534	0.98436	ERMAP
ENSG00000164011	1	43312280	43318148	11	6	377503	-0.70732	0.76032	ZNF691
ENSG00000117394	1	43391052	43424530	145	22	413770	-0.62757	0.73486	SLC2A1
ENSG00000186973	1	43610824	43622067	64	15	395483	-0.47946	0.6842	FAM183A
ENSG00000117395	1	43629846	43736607	495	44	406664	-0.22431	0.58874	EBNA1BP2
ENSG00000243710	1	43637820	43720029	394	35	402297	0.04008	0.48401	WDR65
ENSG00000179178	1	43735665	43739673	12	7	383576	-0.41369	0.66045	TMEM125
ENSG00000253313	1	43747554	43751288	7	4	434001	-0.89282	0.81402	C1orf210
ENSG00000066056	1	43766664	43788779	44	10	406865	-0.95468	0.83013	TIE1
ENSG00000117400	1	43803478	43818443	23	9	407315	0.25405	0.39973	MPL
ENSG00000117399	1	43824626	43828874	8	5	431466	-1.4204	0.92226	CDC20
ENSG00000066322	1	43829068	43833696	9	6	372378	0.30048	0.38191	ELOVL1
ENSG00000159479	1	43849588	43855479	6	3	436743	-1.0818	0.86032	MED8
ENSG00000198198	1	43855553	43918321	138	21	420259	-1.3274	0.90782	SZT2
ENSG00000178922	1	43916824	43919660	10	5	381642	-0.42595	0.66493	HYI
ENSG00000142949	1	43990858	44089343	385	33	408138	0.62228	0.26688	PTPRF
ENSG00000066135	1	44115829	44171186	148	35	411276	0.085989	0.46574	KDM4A
ENSG00000126091	1	44171495	44396831	770	39	398666	0.5578	0.28849	ST3GAL3
ENSG00000117407	1	44398992	44402913	13	5	403326	0.74238	0.22893	ARTN
ENSG00000117408	1	44412611	44433694	35	7	444833	0.68427	0.2469	IPO13
ENSG00000132768	1	44435672	44439041	4	2	439379	-0.48762	0.68709	DPH2
ENSG00000117410	1	44440159	44443967	10	5	421512	1.476	0.069973	ATP6V0B
ENSG00000117411	1	44444615	44456840	29	11	362518	1.6198	0.052633	B4GALT2
ENSG00000159214	1	44457031	44462200	10	4	436064	0.49824	0.30916	CCDC24
ENSG00000196517	1	44457172	44497139	121	29	376722	-0.093996	0.53744	SLC6A9
ENSG00000171872	1	44584522	44600812	78	23	397905	1.8351	0.033248	KLF17
ENSG00000178028	1	44679127	44686353	23	12	386117	0.91388	0.18039	DMAP1
ENSG00000117419	1	44686742	44820932	327	34	405272	0.26613	0.39507	ERI3
ENSG00000187147	1	44870866	45117396	902	111	396018	-1.167	0.8784	RNF220
ENSG00000126106	1	45100910	45140227	145	21	403504	-0.99324	0.8397	TMEM53
ENSG00000198520	1	45140364	45191263	174	58	348710	-0.78612	0.7841	C1orf228
ENSG00000142945	1	45205490	45233439	96	22	406956	0.35151	0.3626	KIF2C
ENSG00000142937	1	45240923	45244451	13	9	385978	-0.056747	0.52263	RPS8
ENSG00000142959	1	45249257	45253377	2	1	458470	1.0293	0.15168	BEST4
ENSG00000173846	1	45265897	45271662	20	8	418012	0.99125	0.16078	PLK3
ENSG00000188396	1	45271585	45272957	5	3	340911	-0.11107	0.54422	TCTEX1D4
ENSG00000222009	1	45274154	45281257	27	10	376540	1.3765	0.084334	BTBD19
ENSG00000117425	1	45285516	45308735	93	22	406886	0.48333	0.31443	PTCH2
ENSG00000070785	1	45316450	45452282	577	30	387627	0.95554	0.16965	EIF2B3
ENSG00000126107	1	45468212	45477001	47	15	392284	0.45981	0.32282	HECTD3
ENSG00000126088	1	45477819	45481247	13	7	426521	0.69134	0.24468	UROD
ENSG00000162415	1	45482071	45771881	815	44	382791	0.86961	0.19226	ZSWIM5
ENSG00000186603	1	45792545	45794347	3	2	387065	0.84872	0.19802	HPDL
ENSG00000132781	1	45794835	45806142	36	13	394639	1.8173	0.034585	MUTYH
ENSG00000132773	1	45805342	45809647	15	6	406225	1.5982	0.055004	TOE1
ENSG00000070759	1	45809555	45956872	429	37	389065	1.8053	0.035518	TESK2
ENSG00000236624	1	45959538	45965751	22	8	353241	1.5563	0.05982	CCDC163P
ENSG00000132763	1	45965725	45976739	40	13	382138	1.2239	0.1105	MMACHC
ENSG00000117450	1	45976708	45988719	58	10	407696	1.3509	0.088363	PRDX1
ENSG00000117448	1	46016215	46035721	87	18	396687	1.7393	0.040989	AKR1A1
ENSG00000132780	1	46049518	46084566	131	15	410017	1.2053	0.11404	NASP
ENSG00000159588	1	46085716	46089729	15	4	379046	1.2675	0.10248	CCDC17
ENSG00000159592	1	46092976	46153785	204	20	401598	1.2499	0.10567	GPBP1L1
ENSG00000159596	1	46152886	46160115	22	5	392231	1.1962	0.11582	TMEM69
ENSG00000197429	1	46159996	46216322	184	16	359986	1.1923	0.11658	IPP
ENSG00000086015	1	46252659	46501796	824	27	399318	1.4951	0.067439	MAST2
ENSG00000117461	1	46505812	46642160	398	32	400527	0.98261	0.1629	PIK3R3
ENSG00000117472	1	46640745	46651630	26	9	358085	-0.38745	0.65079	TSPAN1
ENSG00000085998	1	46654354	46685977	70	19	421317	-0.09935	0.53957	POMGNT1
ENSG00000171357	1	46669006	46686933	36	16	408744	-0.27225	0.60728	LURAP1
ENSG00000085999	1	46713360	46744145	67	28	393739	-0.952	0.82945	RAD54L
ENSG00000132128	1	46726868	46769280	74	30	379707	-1.3404	0.90994	LRRC41
ENSG00000173660	1	46769303	46782448	36	16	347472	-0.48713	0.68692	UQCRH
