IPS_E3	IPS_E3	IPS_E3	IPS_E4	IPS_E4	IPS_E4
CYP4A11	0	0	0	1	0	0
CYP4X1	28	19	15	34	23	21
CYP4Z1	0	0	0	1	0	1
CYP4A22	0	0	0	0	0	0
LINC00853	1	0	2	3	1	0
PDZK1IP1	1	0	0	0	1	0
TAL1	3	3	2	3	3	4
STIL	596	470	449	505	475	490
CMPK1	434	378	253	434	486	337
FOXE3	1	0	1	0	0	0
FOXD2-AS1	1	2	2	1	2	1
FOXD2	0	0	1	0	0	2
TRABD2B	30	25	35	23	21	15
SKINTL	1	1	0	2	0	1
SLC5A9	0	3	0	0	0	0
SPATA6	123	74	84	146	92	86
AGBL4	0	3	2	1	1	1
BEND5	101	80	48	92	104	38
ELAVL4	7	3	2	5	0	4
DMRTA2	0	1	0	0	0	0
FAF1	667	571	509	704	673	456
CDKN2C	2	0	0	0	0	1
C1orf185	0	0	0	0	0	0
RNF11	852	596	598	962	752	720
TTC39A	60	60	57	82	116	80
EPS15	856	640	549	885	602	551
OSBPL9	1162	914	800	1145	1003	800
NRD1	1518	1290	938	1366	1373	999
MIR761	0	0	0	0	0	0
RAB3B	946	669	717	932	678	882
TXNDC12	966	901	769	1054	925	750
KTI12	0	0	0	0	0	0
BTF3L4	912	675	669	1040	772	685
ZFYVE9	663	472	473	649	500	481
CC2D1B	221	174	152	211	204	184
ORC1	881	914	702	877	896	639
PRPF38A	437	358	280	456	374	333
ZCCHC11	965	570	524	888	586	523
GPX7	141	132	110	169	162	131
FAM159A	1	6	2	2	4	2
SELRC1	337	311	265	310	300	317
ZYG11B	768	432	518	769	517	582
ZYG11A	35	30	30	29	16	18
ECHDC2	43	45	52	59	41	55
SCP2	385	247	270	417	289	273
PODN	1	0	1	0	1	5
SLC1A7	0	0	0	0	0	0
CPT2	402	313	353	411	374	386
C1orf123	335	267	291	359	350	275
MAGOH	287	218	241	306	286	274
LOC100507564	3	2	4	5	2	2
LRP8	568	733	445	677	852	513
SLC25A3P1	2	1	0	0	1	0
DMRTB1	0	2	1	0	0	0
GLIS1	1	1	2	0	0	4
TMEM48	2296	1684	1325	2151	1839	1339
YIPF1	361	323	245	338	311	243
DIO1	2	3	3	1	0	5
HSPB11	167	140	101	157	134	109
LRRC42	588	552	389	603	595	396
LDLRAD1	0	0	0	0	0	0
TMEM59	896	698	547	952	778	536
TCEANC2	142	122	104	166	129	74
MIR4781	0	0	0	0	0	0
CDCP2	0	0	0	0	1	0
CYB5RL	97	90	78	101	70	71
MRPL37	1102	1067	849	1149	1189	833
SSBP3	235	182	210	205	171	212
ACOT11	43	46	36	31	38	30
FAM151A	0	0	2	0	2	2
MROH7	0	0	0	0	0	0
HEATR8-TTC4	0	0	0	0	0	0
TTC4	2	3	2	1	3	3
PARS2	188	202	204	215	213	178
TTC22	7	3	7	5	4	5
C1orf177	0	1	0	0	1	2
DHCR24	4611	7096	2351	4375	7151	2906
TMEM61	3	6	4	5	3	7
BSND	1	1	2	3	6	3
PCSK9	432	1104	165	340	975	112
USP24	1087	861	599	947	926	631
LOC100507634	2	4	2	2	7	4
MIR4422	0	0	0	0	0	0
PPAP2B	684	460	630	547	367	461
PRKAA2	437	177	204	393	233	234
C1orf168	1	0	4	4	2	3
C8A	0	0	0	0	0	0
C8B	0	0	0	0	0	0
DAB1	18	26	11	14	14	11
OMA1	156	109	80	179	108	89
TACSTD2	1	6	4	5	4	4
MYSM1	455	396	247	378	339	322
JUN	91	85	76	115	101	147
LOC100131060	1	0	1	1	0	0
HSD52	0	0	0	0	0	0
FGGY	135	97	117	141	99	132
MIR4711	0	0	0	0	0	0
HOOK1	563	383	307	589	439	360
CYP2J2	7	6	1	5	9	4
C1orf87	5	5	3	6	2	3
NFIA	21	16	11	15	19	10
MGC34796	0	0	0	0	0	0
TM2D1	126	89	119	156	95	90
INADL	1216	918	675	1141	921	709
L1TD1	5367	4897	3235	3956	4278	2827
KANK4	5	5	5	6	6	0
USP1	1218	857	871	1221	949	866
DOCK7	846	576	486	793	615	529
ANGPTL3	0	0	0	0	0	0
ATG4C	368	241	184	313	213	190
LINC00466	0	2	0	0	0	0
FOXD3	157	168	103	102	161	103
ALG6	363	241	181	375	271	242
ITGB3BP	298	227	170	332	261	156
EFCAB7	43	35	29	47	54	23
DLEU2L	2	1	0	1	2	1
PGM1	2304	1968	1492	2176	1977	1373
ROR1	1356	993	928	1112	939	713
UBE2U	0	0	0	0	0	0
CACHD1	1569	1038	1234	1362	1052	1209
MIR4794	0	0	0	0	0	0
RAVER2	469	400	284	458	392	256
JAK1	488	329	286	439	387	353
MIR3671	7	0	2	2	2	4
MIR101-1	0	0	1	2	1	2
AK4	1050	919	364	813	955	379
DNAJC6	161	105	64	136	114	87
LEPROT	271	201	205	265	244	275
LEPR	89	46	53	102	59	64
PDE4B	52	98	17	33	36	12
SGIP1	6	8	3	5	4	7
MIR3117	0	0	0	0	0	0
TCTEX1D1	5	7	4	6	10	1
INSL5	0	0	0	0	0	0
WDR78	13	15	6	17	18	10
MIER1	813	633	528	912	752	562
SLC35D1	70	49	45	88	66	75
C1orf141	0	0	0	1	0	0
IL23R	0	0	0	0	0	0
IL12RB2	10	15	9	14	26	6
SERBP1	5454	4317	3777	4883	4425	3433
GADD45A	65	56	49	67	70	68
GNG12	335	360	173	321	310	361
GNG12-AS1	1	0	0	2	0	0
DIRAS3	0	0	0	0	0	0
WLS	24	21	17	20	21	113
MIR1262	0	0	0	0	0	0
RPE65	0	1	0	0	0	0
DEPDC1	1174	683	586	1220	856	692
LRRC7	0	0	1	0	1	0
PIN1P1	0	0	0	1	0	0
LRRC40	810	584	438	906	610	498
SRSF11	1601	1285	1023	1597	1573	1023
ANKRD13C	456	294	293	401	306	315
HHLA3	43	33	47	46	36	36
CTH	154	154	101	133	121	96
PTGER3	9	5	5	3	4	1
ZRANB2-AS1	0	0	0	0	0	0
ZRANB2	691	569	435	792	562	435
MIR186	3	0	0	0	1	3
ZRANB2-AS2	2	0	0	5	0	1
NEGR1	35	28	13	25	13	17
NEGR1-IT1	0	0	0	0	0	0
LRRIQ3	12	9	8	13	8	7
FPGT-TNNI3K	0	0	0	0	0	0
FPGT	125	63	51	169	106	61
TNNI3K	0	0	0	0	0	0
C1orf173	0	1	0	3	1	0
CRYZ	140	105	82	199	170	97
TYW3	184	137	98	257	171	151
LHX8	9	7	5	6	3	2
SLC44A5	38	27	15	49	30	33
ACADM	720	537	399	761	587	448
RABGGTB	928	667	450	833	773	468
SNORD45C	10	13	9	9	19	6
SNORD45A	12	19	13	10	10	13
SNORD45B	1	7	2	3	4	6
MSH4	2	3	0	1	2	0
ASB17	0	0	0	0	0	0
ST6GALNAC3	353	216	166	370	252	185
ST6GALNAC5	35	34	17	39	34	19
PIGK	346	263	222	363	271	247
AK5	54	45	27	39	37	64
ZZZ3	1049	729	584	1024	815	624
USP33	1101	852	595	1149	940	626
FAM73A	155	82	87	138	90	118
NEXN	15	20	10	19	17	29
FUBP1	2636	2378	1577	2170	2592	1462
DNAJB4	116	84	60	155	80	190
GIPC2	13	7	5	13	16	8
MGC27382	1	0	0	0	0	0
PTGFR	6	4	0	6	5	2
IFI44L	1	0	0	1	0	2
IFI44	0	0	0	1	0	0
ELTD1	1	11	2	5	17	8
LPHN2	2583	1771	1462	2256	2044	1446
MIR548AP	0	0	0	0	0	0
TTLL7	110	72	47	74	69	59
PRKACB	302	242	189	278	247	209
SAMD13	38	20	20	27	7	8
UOX	0	0	0	0	0	0
DNASE2B	0	0	0	1	0	0
RPF1	422	370	247	422	368	240
GNG5	326	240	203	310	256	246
CTBS	45	26	27	66	27	32
C1orf180	0	0	0	0	0	0
SSX2IP	472	374	317	480	395	332
LPAR3	193	201	95	144	165	66
MCOLN2	33	25	18	23	23	21
MCOLN3	46	16	38	47	19	35
WDR63	2	4	3	6	1	12
MIR4423	0	0	0	0	0	0
SYDE2	152	104	109	151	101	122
C1orf52	251	178	213	279	191	195
BCL10	312	228	221	334	259	225
LOC646626	2	4	2	3	5	3
DDAH1	745	726	446	651	715	488
CYR61	147	168	137	119	179	171
ZNHIT6	139	134	114	138	147	130
COL24A1	9	10	6	6	8	4
ODF2L	203	146	121	203	181	133
CLCA2	0	1	0	0	0	1
CLCA1	0	0	0	0	0	0
CLCA4	0	0	0	0	0	0
CLCA3P	0	0	0	0	0	0
SH3GLB1	490	343	354	480	380	365
SEP15	999	795	589	1084	837	580
HS2ST1	734	428	402	624	423	395
LOC339524	16	12	19	14	2	5
LMO4	671	519	425	592	491	385
LOC100505768	0	0	0	0	0	0
PKN2	734	431	422	698	459	488
GTF2B	175	146	143	219	152	147
CCBL2	636	416	420	614	510	424
RBMXL1	333	289	276	389	312	323
GBP3	0	0	0	0	0	9
GBP1	0	0	0	0	0	28
GBP2	0	0	0	0	0	1
GBP7	0	0	0	0	0	0
GBP4	0	0	0	0	0	0
GBP5	0	0	0	0	0	0
GBP6	0	0	0	0	0	0
GBP1P1	0	1	1	0	0	2
LRRC8B	467	406	281	431	425	350
FLJ27354	0	1	2	1	1	3
LRRC8C	60	47	32	58	34	49
LRRC8D	835	623	670	844	602	634
GEMIN8P4	35	32	27	34	38	24
ZNF326	109	95	91	141	104	91
BARHL2	0	0	0	0	1	0
ZNF644	1741	949	960	1687	957	1026
HFM1	37	13	40	44	19	35
CDC7	917	635	526	857	719	489
TGFBR3	51	33	30	53	45	68
BRDT	0	0	1	2	0	0
EPHX4	2	5	1	5	6	3
BTBD8	26	15	14	29	14	12
KIAA1107	96	58	59	131	60	52
C1orf146	0	0	0	0	0	0
GLMN	254	197	135	292	238	148
RPAP2	249	167	155	255	199	189
GFI1	0	0	0	0	0	0
EVI5	213	106	165	254	159	194
RPL5	10464	7862	7238	11753	8949	7002
FAM69A	141	85	76	143	67	64
SNORD21	9	26	14	8	19	14
SNORA66	6	7	5	4	9	4
MTF2	1646	996	1181	1548	945	1215
TMED5	600	409	371	609	436	379
CCDC18	282	144	158	257	144	174
LOC100131564	80	36	56	83	47	46
DR1	1225	790	865	1388	820	917
FNBP1L	2202	1473	1426	2242	1520	1461
BCAR3	138	117	107	107	89	131
LOC100129046	0	0	0	0	1	0
MIR760	0	0	0	0	1	0
DNTTIP2	909	777	701	867	811	640
GCLM	149	129	87	121	130	93
ABCA4	1	0	0	0	1	1
ARHGAP29	82	53	41	57	52	71
ABCD3	495	389	366	516	440	403
F3	65	60	46	57	51	151
SLC44A3	29	33	24	42	31	17
CNN3	3759	3021	2490	3880	3294	2404
LOC729970	61	87	51	68	91	45
ALG14	19	18	19	24	30	31
TMEM56	80	57	35	82	52	41
TMEM56-RWDD3	2	3	2	4	1	1
RWDD3	72	44	33	72	64	42
FLJ31662	0	0	0	0	0	0
PTBP2	1991	1720	816	1565	1959	675
DPYD	4	7	1	1	1	5
DPYD-AS1	0	0	0	0	0	0
MIR137HG	0	0	0	0	0	0
MIR2682	0	0	0	0	0	0
MIR137	0	0	0	0	0	0
LOC729987	2	0	1	0	1	1
SNX7	222	168	104	229	171	143
LPPR5	47	58	27	43	49	26
LOC100129620	0	0	0	0	0	0
LPPR4	18	27	8	15	26	16
PALMD	0	0	0	0	0	1
MIR548AA1	0	0	0	0	0	0
MIR548D1	0	1	0	0	0	0
FRRS1	100	60	43	96	74	45
AGL	657	479	344	594	510	364
SLC35A3	276	183	145	316	166	131
HIAT1	862	743	549	872	851	517
SASS6	306	192	204	333	213	195
TRMT13	126	115	65	152	129	75
LRRC39	0	2	1	5	5	0
DBT	723	438	401	670	464	351
RTCA	356	272	232	362	328	262
MIR553	0	0	0	0	0	0
CDC14A	152	110	100	152	138	92
GPR88	0	0	0	0	0	2
LOC100128787	0	0	0	0	0	0
VCAM1	9	1	5	19	8	9
EXTL2	579	437	341	535	496	394
SLC30A7	375	278	287	363	309	319
DPH5	476	361	265	493	397	249
S1PR1	20	19	8	15	14	9
RNU6-6	0	0	0	0	0	0
OLFM3	7	15	2	7	7	1
DNAJA1P5	0	0	0	0	0	0
COL11A1	355	235	101	290	233	181
RNPC3	95	52	45	95	74	63
AMY2B	6	5	3	13	4	7
ACTG1P4	4	1	3	1	0	2
AMY2A	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
LOC100129138	1	0	0	0	0	0
PRMT6	315	342	280	328	326	321
NTNG1	17	10	3	10	3	1
VAV3	190	139	102	148	161	98
VAV3-AS1	0	0	0	0	0	0
SLC25A24	1015	817	499	963	991	647
NBPF4	0	0	0	0	0	0
NBPF6	0	0	0	0	0	0
FAM102B	891	553	471	925	769	504
HENMT1	51	57	40	36	50	28
PRPF38B	433	372	277	351	397	283
FNDC7	16	11	7	7	12	1
STXBP3	527	332	299	541	375	336
AKNAD1	0	0	0	0	0	0
SRG7	0	0	0	0	0	1
GPSM2	282	186	175	352	220	198
CLCC1	289	218	209	285	217	200
WDR47	142	80	83	112	71	89
TAF13	54	57	52	58	60	81
TMEM167B	309	177	199	316	249	219
SCARNA2	1656	2123	1860	1851	2182	1776
C1orf194	0	0	0	0	0	0
KIAA1324	22	15	26	36	24	21
SARS	1416	1218	1099	1436	1289	1057
CELSR2	487	372	455	421	334	461
PSRC1	673	567	553	708	641	504
MYBPHL	1	1	2	2	2	0
SORT1	860	784	658	677	693	596
PSMA5	1128	1243	761	1136	1267	808
SYPL2	8	1	3	9	7	3
ATXN7L2	42	41	42	50	30	45
CYB561D1	47	33	35	54	41	43
AMIGO1	21	27	19	15	21	23
GPR61	3	0	3	5	1	7
GNAI3	1907	1369	1157	1897	1519	1256
MIR197	0	1	1	2	0	0
GNAT2	0	0	1	1	1	0
AMPD2	325	377	245	230	360	300
GSTM4	48	67	48	78	86	72
GSTM2	25	25	25	23	26	29
GSTM1	25	32	18	20	21	10
GSTM5	1	1	0	1	1	1
GSTM3	33	36	24	58	66	36
EPS8L3	0	0	0	0	0	0
CSF1	28	18	27	50	38	43
AHCYL1	1193	918	969	1258	945	944
STRIP1	353	340	323	338	343	392
ALX3	0	0	0	0	0	1
UBL4B	0	0	0	0	0	0
SLC6A17	3	3	2	2	2	3
KCNC4	52	56	72	60	51	65
LOC440600	9	5	3	4	8	1
RBM15	510	530	390	448	519	423
SLC16A4	3	2	2	4	0	2
LAMTOR5	312	281	221	409	310	245
PROK1	0	0	1	0	0	0
CYMP	0	0	0	0	0	0
KCNA10	0	0	0	0	0	0
KCNA2	2	0	0	1	0	0
KCNA3	10	9	6	18	11	10
CD53	4	4	4	5	3	7
LRIF1	378	219	212	397	231	224
DRAM2	370	196	275	538	289	298
CEPT1	253	179	164	343	223	207
DENND2D	10	11	11	14	5	2
CHI3L2	0	0	0	0	0	0
CHIAP2	0	0	0	0	0	0
CHIA	0	0	0	0	0	0
PIFO	94	47	92	117	64	107
PGCP1	0	0	0	0	0	0
OVGP1	5	6	11	2	4	8
WDR77	713	760	436	618	835	575
ATP5F1	1283	1169	949	1499	1330	920
C1orf162	1	1	2	0	0	0
ADORA3	0	1	1	1	1	0
LOC100129269	0	0	0	0	0	1
RAP1A	112	82	71	127	108	99
FAM212B	236	181	253	249	165	221
LOC100506343	28	30	21	16	19	20
DDX20	487	442	429	530	457	454
KCND3	0	0	1	0	0	0
LOC643355	1	0	0	0	0	0
CTTNBP2NL	399	308	302	356	317	336
MIR4256	0	0	0	0	0	0
WNT2B	6	3	8	4	5	2
ST7L	97	63	63	99	70	81
CAPZA1	1488	1125	1033	1673	1269	1106
MOV10	467	503	329	507	477	344
RHOC	383	370	383	515	511	642
PPM1J	177	127	210	234	153	211
FAM19A3	5	2	6	8	4	13
SLC16A1	12095	7388	8289	12111	7785	7943
AKR7A2P1	0	0	0	0	0	0
LRIG2	659	410	458	643	432	398
LOC643441	0	0	0	0	0	0
MAGI3	288	151	221	309	202	244
PHTF1	261	251	137	269	277	207
RSBN1	651	433	359	613	492	324
PTPN22	0	0	0	0	0	0
AP4B1-AS1	0	0	0	0	0	0
BCL2L15	1	0	0	0	0	1
AP4B1	51	47	52	66	46	52
DCLRE1B	124	138	137	108	123	112
HIPK1	890	687	633	848	727	648
OLFML3	1032	869	913	1293	1121	1051
SYT6	510	332	484	501	364	449
TRIM33	1569	1008	908	1350	992	994
BCAS2	466	363	333	518	397	354
DENND2C	98	72	54	94	77	80
AMPD1	0	0	0	0	0	0
NRAS	2159	1339	1392	2360	1654	1465
CSDE1	10415	7182	6611	10334	8220	6727
SIKE1	895	594	558	959	702	621
SYCP1	9	4	4	8	6	2
TSHB	0	0	0	0	0	0
TSPAN2	147	106	92	153	90	90
NGF	1	3	0	3	2	5
VANGL1	306	281	190	254	268	220
CASQ2	0	1	1	0	0	0
NHLH2	6	14	8	17	12	9
SLC22A15	43	32	18	44	32	22
MAB21L3	0	0	0	0	0	0
ATP1A1	2629	2692	2025	2616	2699	2206
ATP1A1OS	27	13	9	32	20	17
CD58	24	24	12	25	26	18
IGSF3	733	622	499	609	651	447
MIR320B1	0	0	0	0	0	0
CD2	0	0	0	0	0	0
PTGFRN	416	362	366	455	373	432
CD101	11	6	2	6	5	6
TTF2	973	813	635	801	860	601
MIR942	1	0	0	0	0	0
TRIM45	132	114	153	181	145	180
VTCN1	5	4	3	6	2	2
MAN1A2	457	294	286	471	327	284
FAM46C	30	26	8	23	15	13
GDAP2	355	284	184	375	282	271
WDR3	919	813	605	861	950	624
SPAG17	5	3	1	2	6	3
TBX15	1	2	0	1	5	6
WARS2	210	161	124	199	170	119
HAO2	1	0	0	0	0	0
HSD3B2	0	0	0	0	0	0
HSD3B1	0	0	0	0	0	0
HSD3BP4	0	0	0	0	0	0
LINC00622	0	1	0	1	0	0
ZNF697	197	188	118	171	160	133
PHGDH	2752	3020	2035	2262	2896	1565
HMGCS2	0	0	0	0	0	0
REG4	0	0	0	0	0	0
NBPF7	0	1	0	0	0	0
ADAM30	0	0	0	0	0	0
NOTCH2	1531	1309	940	1261	1241	1055
FAM72B	70	25	28	60	39	28
HIST2H2BA	0	0	2	3	1	0
FCGR1B	0	0	0	0	0	0
SRGAP2D	4	9	8	8	11	19
EMBP1	35	20	21	45	28	26
ANKRD20A12P	0	0	0	0	0	0
LOC100130000	0	0	0	0	1	0
FLJ39739	0	0	0	0	0	0
LOC100286793	0	1	0	0	0	0
PPIAL4G	0	0	0	0	0	0
FAM72D	24	13	18	22	23	15
LINC00623	0	0	0	0	0	0
LOC728875	1	0	0	0	0	0
PPIAL4C	0	0	0	0	0	0
PPIAL4B	0	0	0	0	0	0
PPIAL4A	0	0	0	0	0	0
PFN1P2	0	0	0	0	0	0
NBPF9	5	8	8	11	15	7
LOC653513	0	0	0	0	1	0
PDE4DIP	339	307	205	298	325	243
SEC22B	293	211	173	336	226	285
NOTCH2NL	32	30	23	26	28	30
NBPF10	22	10	12	20	13	13
HFE2	5	4	3	8	1	5
TXNIP	1115	469	1460	1395	638	1190
POLR3GL	74	51	54	91	62	72
ANKRD34A	7	4	1	4	6	6
LIX1L	36	19	13	34	28	40
RBM8A	924	664	720	994	724	750
GNRHR2	6	7	4	10	10	6
PEX11B	94	77	83	96	96	103
ITGA10	3	2	3	0	0	14
ANKRD35	51	38	45	37	45	20
PIAS3	261	226	233	271	235	207
NUDT17	15	15	11	25	9	13
POLR3C	278	203	252	274	222	243
RNF115	237	180	168	279	190	188
CD160	0	0	0	0	0	0
PDZK1	0	2	0	2	3	2
GPR89A	23	18	12	22	20	18
GPR89C	0	0	0	0	0	0
PDZK1P1	0	0	0	0	0	0
NBPF11	0	0	0	0	0	0
NBPF24	0	0	0	0	0	0
HYDIN2	0	0	0	0	0	0
LOC728989	2	1	1	3	1	1
PRKAB2	707	435	446	747	514	396
PDIA3P	37	13	15	38	10	21
FMO5	9	4	1	6	0	4
CHD1L	815	676	519	779	718	596
LINC00624	2	2	1	2	0	1
BCL9	497	405	494	425	419	454
ACP6	146	117	124	175	147	103
GJA5	12	16	6	5	9	17
GJA8	0	0	0	0	0	0
GPR89B	3	6	1	1	0	6
MIR5087	8	5	2	4	4	2
NBPF14	20	22	21	21	19	9
PPIAL4F	0	0	0	0	0	0
PPIAL4D	0	0	0	0	0	0
NBPF15	5	5	6	4	8	3
NBPF16	0	0	0	2	0	0
PPIAL4E	0	0	0	0	0	0
LOC645166	0	1	1	1	1	4
LOC388692	11	9	4	9	12	3
FCGR1C	0	0	0	0	0	0
FAM91A2	0	0	0	1	1	0
HIST2H2BF	656	613	427	775	673	429
FCGR1A	0	0	0	0	0	0
HIST2H3D	503	688	456	576	862	493
HIST2H4A	0	0	0	0	0	0
HIST2H4B	0	0	0	0	0	0
HIST2H3C	0	0	0	0	0	0
HIST2H3A	0	0	0	0	0	0
HIST2H2AA4	0	0	0	0	0	0
HIST2H2AA3	0	0	0	0	0	0
HIST2H2BC	4	0	1	4	0	1
HIST2H2BE	1347	1230	922	1330	1335	828
HIST2H2AC	1390	1112	967	1548	1367	956
HIST2H2AB	804	867	689	905	1038	618
BOLA1	87	79	66	98	99	54
SV2A	590	752	503	575	833	506
SF3B4	319	430	373	349	435	331
MTMR11	22	19	15	31	18	38
OTUD7B	355	309	296	300	324	315
VPS45	303	256	190	336	292	203
PLEKHO1	226	276	258	244	337	302
ANP32E	1525	1253	856	1564	1339	1011
CA14	447	334	322	413	304	264
APH1A	918	1003	887	942	1056	898
C1orf54	50	46	41	51	32	44
C1orf51	151	124	110	158	146	109
MRPS21	638	611	485	649	642	452
PRPF3	532	539	323	535	578	405
RPRD2	322	260	275	309	279	279
TARS2	332	285	307	307	297	283
ECM1	3	6	5	0	6	20
LINC00568	5	2	2	3	3	1
ADAMTSL4	28	20	22	25	27	21
MIR4257	1	1	0	0	2	0
MCL1	3111	2310	2173	2982	2450	2210
ENSA	1417	1515	906	1378	1537	940
GOLPH3L	558	374	356	538	432	377
HORMAD1	0	0	0	0	1	0
CTSS	0	0	0	0	1	1
CTSK	38	53	17	53	56	32
ARNT	512	416	312	518	406	344
SETDB1	814	613	662	785	704	642
CERS2	1922	1524	1451	1753	1497	1184
ANXA9	27	26	30	32	22	25
FAM63A	128	110	88	130	113	89
PRUNE	442	355	325	452	404	362
BNIPL	43	24	99	68	15	49
C1orf56	46	28	34	45	44	32
CDC42SE1	770	630	631	772	693	644
MLLT11	290	281	196	276	285	203
GABPB2	21	15	17	28	20	17
SEMA6C	120	83	68	93	110	91
TNFAIP8L2	0	0	0	0	0	0
TNFAIP8L2-SCNM1	0	0	0	0	0	0
LYSMD1	137	98	89	140	115	82
SCNM1	3	4	4	3	4	2
TMOD4	2	0	4	2	1	1
VPS72	638	603	572	713	716	562
PIP5K1A	751	594	677	770	631	650
PSMD4	931	862	735	877	935	702
ZNF687	886	783	817	820	733	763
PI4KB	302	294	325	309	340	339
RFX5	605	487	542	607	591	601
SELENBP1	149	155	145	149	151	161
PSMB4	2578	2549	2160	2737	2851	2069
POGZ	594	509	455	586	542	464
CGN	533	447	464	420	464	379
TUFT1	125	103	93	123	95	99
MIR554	0	0	0	0	0	0
SNX27	775	739	551	676	773	539
CELF3	4	0	5	9	3	3
RIIAD1	5	1	5	2	4	1
MRPL9	444	450	373	463	477	362
OAZ3	1	3	2	1	2	1
TDRKH	291	254	205	313	286	215
LINGO4	0	0	0	0	0	0
RORC	2	4	1	5	0	3
C2CD4D	3	5	5	4	2	4
LOC100132111	10	15	7	14	13	8
THEM5	0	0	0	0	0	0
THEM4	67	90	66	66	91	78
S100A10	544	475	237	423	426	219
S100A11	454	458	199	410	488	357
TCHHL1	0	0	0	0	0	0
TCHH	0	0	0	0	0	0
RPTN	0	0	0	0	0	0
HRNR	0	0	0	0	0	0
FLG	0	0	0	0	0	0
FLG2	0	0	0	0	0	0
CRNN	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0
CRCT1	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0
LCE2A	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0
C1orf68	0	0	0	0	0	0
KPRP	0	0	0	0	0	0
LCE1F	0	0	0	0	0	0
LCE1E	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0
LCE1C	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0
LCE1A	0	0	0	0	0	0
LCE6A	0	0	0	0	0	0
SMCP	0	0	0	0	0	0
IVL	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0
SPRR1A	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0
LELP1	0	0	0	0	0	0
PRR9	0	0	0	0	0	0
LOR	0	0	0	0	0	0
PGLYRP3	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0
S100A9	0	0	0	0	0	0
S100A12	0	0	0	0	0	0
S100A8	0	0	0	0	0	0
S100A7A	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	0
S100A7	0	0	0	0	0	0
S100A6	148	210	101	129	123	242
S100A5	0	0	0	0	0	0
S100A4	194	247	155	197	244	216
S100A3	1	0	0	0	1	1
S100A2	0	2	1	1	2	4
S100A16	112	133	133	134	130	231
S100A14	31	30	52	36	40	28
S100A13	228	273	231	286	332	259
S100A1	8	2	11	2	1	4
CHTOP	526	583	432	561	622	492
SNAPIN	174	154	155	195	201	159
ILF2	3740	3844	2703	4058	4196	2827
NPR1	92	194	65	85	214	73
INTS3	791	870	416	717	843	499
SLC27A3	274	256	218	277	251	237
GATAD2B	181	155	168	163	192	176
DENND4B	440	391	411	425	392	446
CRTC2	74	68	79	57	96	75
SLC39A1	1906	2204	1468	1826	2362	1440
CREB3L4	390	267	268	386	299	262
JTB	428	440	363	429	481	379
RAB13	321	305	247	291	324	236
RPS27	17	7	13	12	13	10
NUP210L	2	1	0	0	0	0
TPM3	2276	2236	1796	2033	2212	1633
MIR190B	0	0	0	0	0	0
C1orf189	1	2	0	1	0	0
C1orf43	1796	1388	1311	2077	1616	1234
UBAP2L	1307	1418	1278	1241	1540	1250
HAX1	414	411	354	526	457	412
AQP10	0	0	1	0	0	0
ATP8B2	650	670	560	619	624	618
IL6R	8	18	7	15	15	10
SHE	11	8	4	10	5	4
TDRD10	2	0	0	0	0	2
UBE2Q1	616	542	510	603	610	564
CHRNB2	40	58	22	28	60	23
ADAR	5088	4300	3777	4625	4397	3603
KCNN3	65	30	33	71	51	44
PMVK	152	115	103	155	156	121
PBXIP1	524	410	414	619	462	418
PYGO2	410	383	402	382	469	402
SHC1	1362	1553	1119	1228	1575	1104
CKS1B	402	287	259	427	323	202
MIR4258	1	2	0	0	1	1
FLAD1	524	674	579	519	647	591
LENEP	1	0	2	2	1	1
ZBTB7B	329	316	377	297	371	334
DCST2	2	4	5	4	2	4
DCST1	0	1	1	0	0	1
LOC100505666	18	12	18	21	20	18
ADAM15	296	367	251	259	401	258
EFNA4	187	180	129	201	224	114
EFNA3	258	210	168	281	205	153
EFNA1	75	50	51	69	39	48
SLC50A1	371	420	234	403	431	221
DPM3	90	91	78	114	101	80
KRTCAP2	322	340	274	356	377	272
TRIM46	81	93	72	79	106	72
MUC1	21	4	22	20	5	26
MIR92B	0	0	0	1	2	0
THBS3	53	32	66	65	44	70
MTX1	157	171	147	173	182	132
GBAP1	7	6	4	8	4	7
GBA	53	48	45	56	60	82
FAM189B	102	140	91	104	150	111
